Order_ID,Order_Date,Month,Year,Category_Type,Category,Item_Name,Quantity,Unit_Price_$,Total_Amount_$,Food_Cost_$,Labour_Cost_$,Profit_$,Delivery_Partner,Payment_Mode
O00769,1/30/25,January,2025,Beverage,Hot Drinks,Espresso,1,6.5,6.5,2.58,1.28,2.64,Swiggy,UPI
O00770,4/21/25,April,2025,Beverage,Juice,Orange Juice,1,6.77,6.77,2.68,1.08,3.01,Zomato,Online
O00771,4/9/25,April,2025,Beverage,Juice,Mango Juice,2,7.53,15.06,5.83,2.19,7.04,In-Store,Cash
O00772,10/23/25,October,2025,Appetizer,French Fries,Loaded Fries,2,6.48,12.96,5.4,2.09,5.47,In-Store,Cash
O00773,4/3/25,April,2025,Beverage,Hot Drinks,Hot Chocolate,2,8.19,16.38,6.6,3.13,6.65,Zomato,Online
O00774,6/11/25,June,2025,Beverage,Hot Drinks,Hot Chocolate,1,8.77,8.77,2.83,1.38,4.56,In-Store,Online
O00775,6/15/25,June,2025,Beverage,Juice,Mango Juice,2,8.61,17.22,7.08,1.89,8.25,In-Store,UPI
O00776,8/20/25,August,2025,Appetizer,Macaroni,Classic Mac,1,11.62,11.62,4.22,1.26,6.14,Swiggy,UPI
O00777,1/9/25,January,2025,Beverage,Juice,Watermelon Juice,4,8.4,33.6,13.56,5.37,14.67,Swiggy,UPI
O00778,4/20/25,April,2025,Appetizer,Burger,Paneer Burger,4,13.81,55.24,18.2,9.6,27.44,Zomato,Cash
O00779,8/24/25,August,2025,Appetizer,Burger,Veg Cheese Burger,3,12.42,37.26,12.3,4.53,20.43,UberEats,UPI
O00780,5/8/25,May,2025,Main Menu,Club Veg,Spicy Club,1,16.03,16.03,5.93,2.96,7.14,Swiggy,Online
O00781,4/22/25,April,2025,Beverage,Juice,Watermelon Juice,3,5.68,17.04,6.22,2.38,8.44,In-Store,Card
O00782,12/20/25,December,2025,Beverage,Juice,Watermelon Juice,1,8.46,8.46,2.65,1.17,4.64,Swiggy,Online
O00783,1/29/25,January,2025,Appetizer,Macaroni,Spicy Mac,2,7.69,15.38,5.71,1.62,8.05,In-Store,Cash
O00784,12/1/25,December,2025,Beverage,Juice,Mixed Fruit Juice,3,4.37,13.11,4.22,2.59,6.3,Swiggy,UPI
O00785,1/22/25,January,2025,Appetizer,French Fries,Peri Peri Fries,4,13.74,54.96,16.56,6.35,32.05,UberEats,Card
O00786,1/26/25,January,2025,Beverage,Hot Drinks,Green Tea,1,7.15,7.15,2.39,0.81,3.95,Swiggy,Card
O00787,5/29/25,May,2025,Appetizer,Burger,Veg Cheese Burger,1,8.84,8.84,3.05,1.75,4.04,UberEats,Cash
O00788,10/20/25,October,2025,Beverage,Juice,Mixed Fruit Juice,2,8.49,16.98,5.97,3.17,7.84,UberEats,Cash
O00789,9/14/25,September,2025,Appetizer,French Fries,Peri Peri Fries,2,6.66,13.32,5.65,2.27,5.4,Zomato,Online
O00790,4/12/25,April,2025,Appetizer,Macaroni,Cheese Mac,4,7.25,29,11.23,4.37,13.4,Zomato,Card
O00791,5/17/25,May,2025,Appetizer,Macaroni,Classic Mac,4,10.99,43.96,14.34,8.24,21.38,Swiggy,Online
O00792,7/7/25,July,2025,Appetizer,Burger,Paneer Burger,2,13.87,27.74,11.74,2.93,13.07,UberEats,Cash
O00793,3/28/25,March,2025,Appetizer,French Fries,Loaded Fries,1,9.67,9.67,3.4,1.5,4.77,Zomato,Online
O00794,4/30/25,April,2025,Main Menu,Club Veg,Veggie Club Special,2,16.64,33.28,11.55,5.12,16.61,Swiggy,Cash
O00795,1/28/25,January,2025,Main Menu,Sandwich,Paneer Tikka,1,19.89,19.89,8.77,2.02,9.1,Swiggy,UPI
O00796,2/26/25,February,2025,Appetizer,Macaroni,Spicy Mac,1,9.77,9.77,3.65,1.45,4.67,Swiggy,UPI
O00797,10/3/25,October,2025,Main Menu,Sandwich,Paneer Tikka,3,13.61,40.83,17.15,4.59,19.09,In-Store,Card
O00798,12/24/25,December,2025,Beverage,Juice,Mixed Fruit Juice,4,6.08,24.32,7.76,2.91,13.65,Swiggy,UPI
O00799,1/31/25,January,2025,Appetizer,Burger,Paneer Burger,3,7.4,22.2,9.11,3.36,9.73,Swiggy,Online
O00800,1/5/25,January,2025,Main Menu,Pizza,Peppy Paneer,4,14.03,56.12,21.49,7.7,26.93,UberEats,Cash
O00801,5/30/25,May,2025,Beverage,Hot Drinks,Cappuccino,2,4.71,9.42,4.03,1.1,4.29,In-Store,Cash
O00802,9/6/25,September,2025,Beverage,Juice,Mango Juice,2,6.45,12.9,5.47,1.66,5.77,Zomato,Online
O00803,12/31/25,December,2025,Main Menu,Veg Mania,Mushroom Magic,4,19.7,78.8,28.03,14.07,36.7,UberEats,UPI
O00804,7/21/25,July,2025,Beverage,Juice,Orange Juice,4,8.69,34.76,10.88,5.41,18.47,UberEats,UPI
O00805,11/17/25,November,2025,Appetizer,Burger,Paneer Burger,2,12.37,24.74,11.09,2.54,11.11,Swiggy,UPI
O00806,1/16/25,January,2025,Beverage,Hot Drinks,Cappuccino,4,6.6,26.4,8.91,3.33,14.16,Zomato,UPI
O00807,12/3/25,December,2025,Main Menu,Veg Mania,Veg Overload,2,18.71,37.42,11.53,5.15,20.74,Zomato,Online
O00808,10/21/25,October,2025,Main Menu,Pizza,Peppy Paneer,1,12.65,12.65,4.46,1.38,6.81,UberEats,Online
O00809,3/9/25,March,2025,Main Menu,Sandwich,Cheese Chilli,1,19.21,19.21,8.49,3.09,7.63,Zomato,UPI
O00810,12/28/25,December,2025,Beverage,Juice,Mixed Fruit Juice,1,7.93,7.93,2.94,1.16,3.83,Zomato,Card
O00811,2/4/25,February,2025,Beverage,Juice,Mango Juice,2,4.77,9.54,3.95,1.44,4.15,UberEats,Card
O00812,1/16/25,January,2025,Appetizer,Macaroni,Spicy Mac,2,13.48,26.96,9.7,4.93,12.33,UberEats,Online
O00813,11/23/25,November,2025,Beverage,Hot Drinks,Cappuccino,1,4.15,4.15,1.27,0.68,2.2,Zomato,Cash
O00814,4/5/25,April,2025,Main Menu,Club Veg,Veggie Club Special,4,16.7,66.8,25.15,10.03,31.62,Zomato,Card
O00815,1/14/25,January,2025,Appetizer,Burger,Spicy Bean Burger,1,6.28,6.28,2.69,1.21,2.38,Zomato,Online
O00816,11/29/25,November,2025,Appetizer,Burger,Spicy Bean Burger,3,12.37,37.11,13.63,4.59,18.89,In-Store,Online
O00817,3/25/25,March,2025,Main Menu,Sandwich,Grilled Veg,2,17.25,34.5,15.08,4.1,15.32,In-Store,Cash
O00818,7/31/25,July,2025,Main Menu,Sandwich,Cheese Chilli,3,16.96,50.88,21.38,7.08,22.42,Swiggy,Card
O00819,11/12/25,November,2025,Appetizer,French Fries,Cheese Fries,1,7,7,2.32,1.09,3.59,In-Store,Card
O00820,7/27/25,July,2025,Main Menu,Pizza,Peppy Paneer,4,18.35,73.4,26.28,7.83,39.29,In-Store,Cash
O00821,2/25/25,February,2025,Appetizer,Macaroni,Classic Mac,2,12.61,25.22,7.9,3.24,14.08,Zomato,Online
O00822,1/21/25,January,2025,Beverage,Hot Drinks,Espresso,1,5.46,5.46,2.43,0.91,2.12,Zomato,UPI
O00823,7/23/25,July,2025,Appetizer,Macaroni,Spicy Mac,1,8.12,8.12,3.23,0.97,3.92,Zomato,Online
O00824,11/10/25,November,2025,Main Menu,Sandwich,Classic Veg,1,16.2,16.2,7.01,2.82,6.37,In-Store,Cash
O00825,9/14/25,September,2025,Main Menu,Sandwich,Cheese Chilli,2,12.82,25.64,9.44,4.3,11.9,In-Store,Online
O00826,8/19/25,August,2025,Main Menu,Sandwich,Classic Veg,4,13.47,53.88,24.17,7.07,22.64,Zomato,Online
O00827,5/9/25,May,2025,Appetizer,French Fries,Peri Peri Fries,3,6.63,19.89,8.5,2.17,9.22,Swiggy,Cash
O00828,12/28/25,December,2025,Appetizer,French Fries,Cheese Fries,4,10.33,41.32,13.55,5.67,22.1,Swiggy,Online
O00829,9/19/25,September,2025,Beverage,Juice,Mixed Fruit Juice,1,4.31,4.31,1.45,0.74,2.12,In-Store,Cash
O00830,6/21/25,June,2025,Beverage,Juice,Mango Juice,1,5.71,5.71,2.1,0.86,2.75,Zomato,Card
O00831,1/27/25,January,2025,Appetizer,Macaroni,Veg Loaded Mac,2,9.77,19.54,8.51,3.22,7.81,In-Store,UPI
O00832,4/3/25,April,2025,Main Menu,Sandwich,Cheese Chilli,4,11.77,47.08,19.9,8.27,18.91,Swiggy,UPI
O00833,8/23/25,August,2025,Appetizer,Macaroni,Classic Mac,4,6.06,24.24,10.42,3.03,10.79,In-Store,Card
O00834,10/29/25,October,2025,Beverage,Hot Drinks,Green Tea,2,8.28,16.56,7.19,3.16,6.21,In-Store,Online
O00835,11/4/25,November,2025,Beverage,Juice,Mango Juice,1,7.46,7.46,2.73,1.29,3.44,UberEats,Card
O00836,4/5/25,April,2025,Main Menu,Veg Mania,Corn Supreme,4,16.04,64.16,27.25,7.19,29.72,Swiggy,Card
O00837,12/8/25,December,2025,Beverage,Hot Drinks,Hot Chocolate,2,6.66,13.32,5.36,2.6,5.36,Swiggy,Cash
O00838,8/2/25,August,2025,Main Menu,Sandwich,Paneer Tikka,1,17.34,17.34,5.63,1.94,9.77,Zomato,Online
O00839,10/24/25,October,2025,Appetizer,Burger,Aloo Tikki Burger,4,13.22,52.88,17.59,5.37,29.92,UberEats,UPI
O00840,7/14/25,July,2025,Main Menu,Pizza,Margherita,3,11.06,33.18,12.77,5.5,14.91,UberEats,Online
O00841,3/4/25,March,2025,Beverage,Hot Drinks,Hot Chocolate,1,6,6,2.65,0.65,2.7,In-Store,Card
O00842,4/18/25,April,2025,Beverage,Juice,Orange Juice,2,7.9,15.8,6.11,2.31,7.38,Swiggy,Online
O00843,12/19/25,December,2025,Beverage,Hot Drinks,Green Tea,1,8.9,8.9,2.97,1.69,4.24,UberEats,UPI
O00844,10/22/25,October,2025,Beverage,Hot Drinks,Cappuccino,3,7.5,22.5,8.97,3.45,10.08,In-Store,Online
O00845,4/3/25,April,2025,Beverage,Juice,Watermelon Juice,3,4.86,14.58,6.01,2.28,6.29,Zomato,Cash
O00846,1/13/25,January,2025,Appetizer,French Fries,Salted Fries,2,9.39,18.78,6.37,3.7,8.71,Zomato,Online
O00847,1/24/25,January,2025,Appetizer,Macaroni,Cheese Mac,3,8.78,26.34,8.36,2.71,15.27,Swiggy,Card
O00848,5/25/25,May,2025,Appetizer,Burger,Paneer Burger,1,7.75,7.75,3.04,0.97,3.74,UberEats,UPI
O00849,2/28/25,February,2025,Beverage,Hot Drinks,Hot Chocolate,1,5.8,5.8,2.39,0.62,2.79,In-Store,Cash
O00850,4/10/25,April,2025,Appetizer,Macaroni,Spicy Mac,2,12.35,24.7,10.4,3.28,11.02,In-Store,Cash
O00851,3/11/25,March,2025,Appetizer,Burger,Spicy Bean Burger,1,6.68,6.68,2.36,1.28,3.04,UberEats,Online
O00852,1/29/25,January,2025,Beverage,Hot Drinks,Hot Chocolate,4,4.91,19.64,8.27,3.58,7.79,Swiggy,Card
O00853,12/17/25,December,2025,Appetizer,Macaroni,Classic Mac,1,9.67,9.67,3.2,0.98,5.49,Zomato,UPI
O00854,6/23/25,June,2025,Appetizer,French Fries,Peri Peri Fries,3,6.61,19.83,7.53,2.05,10.25,In-Store,Card
O00855,3/1/25,March,2025,Appetizer,French Fries,Cheese Fries,2,9.26,18.52,7.37,3,8.15,Swiggy,UPI
O00856,2/14/25,February,2025,Appetizer,Burger,Paneer Burger,2,13.42,26.84,8.33,3.81,14.7,In-Store,UPI
O00857,9/26/25,September,2025,Appetizer,Burger,Aloo Tikki Burger,3,10.9,32.7,10.03,5.54,17.13,UberEats,Cash
O00858,2/17/25,February,2025,Appetizer,French Fries,Salted Fries,3,7.85,23.55,8.49,4.32,10.74,In-Store,Card
O00859,6/24/25,June,2025,Appetizer,French Fries,Cheese Fries,1,10.89,10.89,4.74,2.14,4.01,UberEats,Card
O00860,9/22/25,September,2025,Beverage,Juice,Mango Juice,2,7.75,15.5,6.22,2.57,6.71,Swiggy,Online
O00861,9/25/25,September,2025,Main Menu,Veg Mania,Corn Supreme,4,13.95,55.8,21.4,5.74,28.66,Swiggy,Cash
O00862,8/28/25,August,2025,Main Menu,Veg Mania,Corn Supreme,2,11.56,23.12,7.52,4.35,11.25,Swiggy,UPI
O00863,4/18/25,April,2025,Appetizer,Burger,Veg Cheese Burger,4,7.85,31.4,13.98,3.96,13.46,UberEats,UPI
O00864,6/13/25,June,2025,Appetizer,French Fries,Salted Fries,3,12.69,38.07,16.76,7.3,14.01,UberEats,Card
O00865,5/21/25,May,2025,Main Menu,Veg Mania,Paneer Delight,3,16.3,48.9,15.34,6.43,27.13,Zomato,UPI
O00866,6/13/25,June,2025,Appetizer,Burger,Paneer Burger,3,12.25,36.75,15.06,6.7,14.99,Zomato,Card
O00867,6/9/25,June,2025,Beverage,Hot Drinks,Green Tea,2,8.16,16.32,7.2,2.02,7.1,Swiggy,Card
O00868,8/30/25,August,2025,Beverage,Juice,Orange Juice,2,7.84,15.68,5.29,2.89,7.5,In-Store,Cash
O00869,8/7/25,August,2025,Appetizer,Burger,Spicy Bean Burger,1,10.11,10.11,4.4,1.23,4.48,UberEats,UPI
O00870,4/12/25,April,2025,Beverage,Juice,Mixed Fruit Juice,2,6.8,13.6,4.09,2.69,6.82,Zomato,Cash
O00871,8/28/25,August,2025,Main Menu,Pizza,Peppy Paneer,1,13.95,13.95,4.63,2.59,6.73,In-Store,Online
O00872,4/25/25,April,2025,Main Menu,Club Veg,Spicy Club,1,14.41,14.41,5.19,2.57,6.65,In-Store,Card
O00873,12/7/25,December,2025,Appetizer,Macaroni,Spicy Mac,3,13.92,41.76,18.78,4.97,18.01,In-Store,Cash
O00874,9/1/25,September,2025,Main Menu,Club Veg,Corn & Mayo Club,3,14.31,42.93,18.92,5.07,18.94,In-Store,Card
O00875,6/28/25,June,2025,Beverage,Juice,Orange Juice,3,5.11,15.33,5.74,2.94,6.65,In-Store,Cash
O00876,10/12/25,October,2025,Beverage,Juice,Watermelon Juice,4,4.65,18.6,6.75,3.27,8.58,In-Store,Online
O00877,7/31/25,July,2025,Main Menu,Sandwich,Cheese Chilli,2,10.84,21.68,7.61,3.91,10.16,In-Store,Online
O00878,6/24/25,June,2025,Main Menu,Pizza,Veggie Paradise,4,11.6,46.4,15.05,5.72,25.63,UberEats,Card
O00879,12/6/25,December,2025,Beverage,Juice,Mixed Fruit Juice,1,8.17,8.17,2.82,1.03,4.32,Swiggy,Online
O00880,10/12/25,October,2025,Main Menu,Pizza,Farmhouse,1,12.78,12.78,4.64,1.34,6.8,UberEats,Online
O00881,11/3/25,November,2025,Main Menu,Pizza,Peppy Paneer,2,15.74,31.48,13.5,5.45,12.53,In-Store,Cash
O00882,4/22/25,April,2025,Main Menu,Veg Mania,Mushroom Magic,3,17.82,53.46,18.5,5.56,29.4,Zomato,Online
O00883,5/30/25,May,2025,Appetizer,French Fries,Loaded Fries,3,9.18,27.54,8.29,2.92,16.33,Zomato,Card
O00884,6/12/25,June,2025,Appetizer,French Fries,Cheese Fries,4,10.53,42.12,18.35,5.79,17.98,In-Store,UPI
O00885,10/26/25,October,2025,Main Menu,Pizza,Farmhouse,4,10.51,42.04,15.2,4.89,21.95,UberEats,Cash
O00886,10/9/25,October,2025,Main Menu,Veg Mania,Corn Supreme,4,13.18,52.72,22.28,10.18,20.26,Swiggy,UPI
O00887,5/1/25,May,2025,Appetizer,French Fries,Loaded Fries,1,9.6,9.6,3.78,1.24,4.58,UberEats,Online
O00888,7/15/25,July,2025,Appetizer,French Fries,Peri Peri Fries,3,8.66,25.98,7.99,3.88,14.11,Zomato,Online
O00889,4/7/25,April,2025,Beverage,Hot Drinks,Hot Chocolate,4,5.67,22.68,9.16,3.52,10,In-Store,Card
O00890,12/10/25,December,2025,Main Menu,Sandwich,Grilled Veg,1,12.09,12.09,5.01,1.4,5.68,Swiggy,Cash
O00891,9/7/25,September,2025,Beverage,Hot Drinks,Cappuccino,4,5.34,21.36,7.71,2.4,11.25,Swiggy,Card
O00892,8/1/25,August,2025,Appetizer,French Fries,Loaded Fries,2,12.62,25.24,9.06,4.28,11.9,Zomato,Online
O00893,8/6/25,August,2025,Beverage,Hot Drinks,Green Tea,1,7.21,7.21,2.54,0.96,3.71,UberEats,Card
O00894,8/6/25,August,2025,Beverage,Juice,Mixed Fruit Juice,3,4.61,13.83,5,1.72,7.11,Zomato,UPI
O00895,10/7/25,October,2025,Beverage,Hot Drinks,Espresso,1,8.13,8.13,3.1,0.9,4.13,Swiggy,Online
O00896,7/8/25,July,2025,Main Menu,Pizza,Margherita,3,16.56,49.68,17.59,8.3,23.79,Zomato,UPI
O00897,9/22/25,September,2025,Main Menu,Veg Mania,Mushroom Magic,2,10.81,21.62,7.93,3.25,10.44,In-Store,Cash
O00898,11/21/25,November,2025,Beverage,Hot Drinks,Espresso,3,4.85,14.55,5.8,2.3,6.45,UberEats,Cash
O00899,8/21/25,August,2025,Beverage,Hot Drinks,Hot Chocolate,1,5.45,5.45,2.26,0.78,2.41,In-Store,UPI
O00900,5/29/25,May,2025,Main Menu,Veg Mania,Corn Supreme,4,16.19,64.76,24.91,11.98,27.87,UberEats,Cash
O00901,8/31/25,August,2025,Beverage,Juice,Orange Juice,3,8.67,26.01,8.89,2.94,14.18,UberEats,Cash
O00902,9/6/25,September,2025,Main Menu,Sandwich,Grilled Veg,3,16.03,48.09,20.33,5,22.76,UberEats,UPI
O00903,11/12/25,November,2025,Appetizer,Macaroni,Veg Loaded Mac,1,13.94,13.94,5.55,2.48,5.91,Swiggy,Cash
O00904,3/31/25,March,2025,Beverage,Juice,Mixed Fruit Juice,4,7.01,28.04,8.84,3.16,16.04,UberEats,Card
O00905,12/25/25,December,2025,Main Menu,Pizza,Farmhouse,1,16.74,16.74,5.36,1.93,9.45,Swiggy,UPI
O00906,3/16/25,March,2025,Beverage,Juice,Mixed Fruit Juice,1,8.72,8.72,3.51,1.37,3.84,In-Store,Online
O00907,12/5/25,December,2025,Appetizer,French Fries,Peri Peri Fries,1,8.21,8.21,2.49,1.2,4.52,Zomato,UPI
O00908,11/25/25,November,2025,Appetizer,Burger,Aloo Tikki Burger,4,8.59,34.36,14.16,4.19,16.01,Zomato,Online
O00909,9/1/25,September,2025,Appetizer,Macaroni,Cheese Mac,2,7.05,14.1,4.49,2.4,7.21,In-Store,Online
O00910,5/15/25,May,2025,Main Menu,Pizza,Margherita,4,19.97,79.88,29.7,15.41,34.77,UberEats,Online
O00911,12/14/25,December,2025,Appetizer,French Fries,Salted Fries,1,9.72,9.72,3.82,1.76,4.14,Swiggy,UPI
O00912,11/9/25,November,2025,Beverage,Hot Drinks,Hot Chocolate,2,6.41,12.82,4.67,1.98,6.17,UberEats,UPI
O00913,5/11/25,May,2025,Beverage,Hot Drinks,Green Tea,3,5.48,16.44,6.92,2.3,7.22,Zomato,Card
O00914,6/22/25,June,2025,Beverage,Juice,Watermelon Juice,4,6.96,27.84,10.71,4.18,12.95,Swiggy,Cash
O00915,1/7/25,January,2025,Appetizer,Burger,Aloo Tikki Burger,2,6.72,13.44,4.29,2.42,6.73,In-Store,UPI
O00916,5/26/25,May,2025,Appetizer,Burger,Aloo Tikki Burger,2,7.21,14.42,5.87,1.87,6.68,Swiggy,Cash
O00917,11/1/25,November,2025,Beverage,Juice,Orange Juice,4,7.49,29.96,11.71,3.92,14.33,Swiggy,Cash
O00918,3/8/25,March,2025,Appetizer,French Fries,Peri Peri Fries,2,10.92,21.84,7.52,2.19,12.13,Swiggy,Card
O00919,5/31/25,May,2025,Appetizer,French Fries,Salted Fries,4,7.74,30.96,10.8,3.49,16.67,In-Store,UPI
O00920,12/21/25,December,2025,Beverage,Hot Drinks,Hot Chocolate,4,4.21,16.84,5.87,2.8,8.17,Zomato,Cash
O00921,2/1/25,February,2025,Appetizer,Macaroni,Veg Loaded Mac,4,8.74,34.96,14.75,6.73,13.48,Swiggy,UPI
O00922,4/2/25,April,2025,Appetizer,Burger,Spicy Bean Burger,1,9.99,9.99,3.15,1.4,5.44,Zomato,Online
O00923,11/27/25,November,2025,Appetizer,Burger,Veg Cheese Burger,3,12.24,36.72,15.92,3.72,17.08,In-Store,Card
O00924,11/26/25,November,2025,Main Menu,Pizza,Peppy Paneer,2,15.54,31.08,9.38,4.79,16.91,Swiggy,Cash
O00925,2/6/25,February,2025,Beverage,Hot Drinks,Green Tea,3,8.79,26.37,11.47,4.1,10.8,Swiggy,Online
O00926,12/1/25,December,2025,Beverage,Juice,Orange Juice,2,5.92,11.84,4.63,1.64,5.57,In-Store,UPI
O00927,12/25/25,December,2025,Appetizer,Macaroni,Classic Mac,4,6.76,27.04,8.67,2.92,15.45,In-Store,Online
O00928,7/26/25,July,2025,Beverage,Juice,Mango Juice,3,8.88,26.64,10.12,4.99,11.53,Swiggy,Online
O00929,9/4/25,September,2025,Main Menu,Club Veg,Spicy Club,1,15.83,15.83,5.51,2.34,7.98,UberEats,Online
O00930,11/20/25,November,2025,Beverage,Juice,Watermelon Juice,4,6.45,25.8,10.38,3.39,12.03,UberEats,Cash
O00931,5/29/25,May,2025,Beverage,Juice,Mango Juice,3,7.16,21.48,8.59,2.4,10.49,Swiggy,Online
O00932,4/8/25,April,2025,Appetizer,French Fries,Loaded Fries,3,8.05,24.15,10.41,3.62,10.12,Swiggy,UPI
O00933,2/13/25,February,2025,Beverage,Hot Drinks,Cappuccino,1,7.1,7.1,2.85,1.25,3,Zomato,Cash
O00934,1/13/25,January,2025,Beverage,Juice,Mixed Fruit Juice,1,6.46,6.46,2.76,0.77,2.93,In-Store,Cash
O00935,11/26/25,November,2025,Appetizer,Macaroni,Spicy Mac,4,13.71,54.84,18.77,7.12,28.95,Swiggy,Cash
O00936,1/29/25,January,2025,Appetizer,French Fries,Salted Fries,4,12.17,48.68,15.02,5.38,28.28,In-Store,Cash
O00937,12/1/25,December,2025,Beverage,Hot Drinks,Cappuccino,2,6.72,13.44,4.13,1.74,7.57,Zomato,Cash
O00938,3/14/25,March,2025,Appetizer,French Fries,Salted Fries,3,10.19,30.57,12.33,3.83,14.41,In-Store,Cash
O00939,12/26/25,December,2025,Beverage,Juice,Orange Juice,1,7.07,7.07,3.16,1.09,2.82,Zomato,Cash
O00940,2/19/25,February,2025,Appetizer,French Fries,Peri Peri Fries,3,13.15,39.45,15.63,5.78,18.04,Swiggy,Cash
O00941,9/12/25,September,2025,Beverage,Juice,Orange Juice,2,7.51,15.02,5.27,2.92,6.83,Zomato,Online
O00942,12/14/25,December,2025,Appetizer,Macaroni,Classic Mac,4,11.86,47.44,14.64,8.38,24.42,Zomato,UPI
O00943,1/24/25,January,2025,Beverage,Juice,Watermelon Juice,2,5.66,11.32,4.46,2.19,4.67,Swiggy,Cash
O00944,3/14/25,March,2025,Appetizer,Burger,Paneer Burger,4,8.46,33.84,14.9,4.23,14.71,Zomato,Online
O00945,10/25/25,October,2025,Main Menu,Sandwich,Grilled Veg,3,15.85,47.55,16.73,8.63,22.19,In-Store,Card
O00946,9/7/25,September,2025,Main Menu,Veg Mania,Paneer Delight,2,10.77,21.54,6.99,3.57,10.98,Zomato,Cash
O00947,11/30/25,November,2025,Beverage,Hot Drinks,Green Tea,2,6.26,12.52,5.52,2.34,4.66,In-Store,Card
O00948,3/15/25,March,2025,Beverage,Hot Drinks,Green Tea,2,8.93,17.86,6.4,2.96,8.5,In-Store,Card
O00949,11/9/25,November,2025,Beverage,Juice,Mango Juice,2,7.24,14.48,5.33,2.05,7.1,In-Store,Cash
O00950,6/4/25,June,2025,Appetizer,Macaroni,Classic Mac,1,7.08,7.08,2.28,1.05,3.75,Zomato,Card
O00951,9/29/25,September,2025,Main Menu,Club Veg,Veggie Club Special,2,15.82,31.64,13.61,4.1,13.93,In-Store,Card
O00952,1/28/25,January,2025,Main Menu,Veg Mania,Mushroom Magic,4,16.76,67.04,27.5,8.1,31.44,In-Store,Online
O00953,3/23/25,March,2025,Beverage,Juice,Orange Juice,2,6.76,13.52,4.79,1.49,7.24,UberEats,UPI
O00954,8/11/25,August,2025,Appetizer,Macaroni,Spicy Mac,4,8.03,32.12,12.24,3.47,16.41,Swiggy,Cash
O00955,1/27/25,January,2025,Beverage,Juice,Mango Juice,2,8.54,17.08,5.56,3.21,8.31,Swiggy,Online
O00956,3/1/25,March,2025,Main Menu,Sandwich,Classic Veg,3,18.7,56.1,21.84,6.06,28.2,UberEats,Online
O00957,12/13/25,December,2025,Appetizer,Burger,Aloo Tikki Burger,3,12.04,36.12,13.56,4.34,18.22,UberEats,Card
O00958,5/2/25,May,2025,Beverage,Hot Drinks,Cappuccino,4,7.96,31.84,13.51,5.68,12.65,In-Store,Card
O00959,8/30/25,August,2025,Beverage,Hot Drinks,Espresso,1,8.7,8.7,3.03,1.73,3.94,In-Store,Card
O00960,11/9/25,November,2025,Appetizer,Burger,Spicy Bean Burger,4,9.15,36.6,11.2,5.14,20.26,UberEats,Card
O00961,4/10/25,April,2025,Beverage,Hot Drinks,Hot Chocolate,1,6.9,6.9,2.08,1.31,3.51,Zomato,UPI
O00962,1/17/25,January,2025,Beverage,Juice,Watermelon Juice,2,7.93,15.86,4.81,3.14,7.91,Zomato,Cash
O00963,8/23/25,August,2025,Appetizer,Burger,Paneer Burger,1,12.52,12.52,4.82,1.69,6.01,Zomato,UPI
O00964,3/22/25,March,2025,Beverage,Juice,Mango Juice,4,4.12,16.48,5.08,2.64,8.76,Swiggy,Online
O00965,9/8/25,September,2025,Main Menu,Pizza,Veggie Paradise,1,13.83,13.83,6.03,2.54,5.26,UberEats,Cash
O00966,8/8/25,August,2025,Beverage,Juice,Mango Juice,3,6.21,18.63,7.23,2.52,8.88,UberEats,Online
O00967,4/24/25,April,2025,Beverage,Juice,Orange Juice,4,6.77,27.08,11.92,3.97,11.19,In-Store,Cash
O00968,8/29/25,August,2025,Beverage,Juice,Mixed Fruit Juice,3,4.07,12.21,5.42,1.88,4.91,In-Store,Online
O00969,2/20/25,February,2025,Appetizer,Macaroni,Cheese Mac,3,7.76,23.28,8.65,2.38,12.25,Swiggy,Cash
O00970,7/28/25,July,2025,Main Menu,Sandwich,Paneer Tikka,1,18.25,18.25,7.57,2.78,7.9,UberEats,Card
O00971,2/16/25,February,2025,Main Menu,Pizza,Peppy Paneer,3,16.67,50.01,19.69,5.06,25.26,Zomato,Online
O00972,10/26/25,October,2025,Main Menu,Pizza,Veggie Paradise,1,17.42,17.42,6.24,1.83,9.35,Zomato,Online
O00973,7/9/25,July,2025,Beverage,Hot Drinks,Espresso,3,6.56,19.68,8.51,2.5,8.67,Swiggy,Online
O00974,6/20/25,June,2025,Beverage,Juice,Watermelon Juice,3,6.37,19.11,5.91,2.05,11.15,In-Store,UPI
O00975,11/10/25,November,2025,Beverage,Juice,Orange Juice,4,6.83,27.32,9.02,3.44,14.86,UberEats,Cash
O00976,12/12/25,December,2025,Appetizer,Burger,Aloo Tikki Burger,3,13.34,40.02,12.27,4.74,23.01,In-Store,UPI
O00977,11/13/25,November,2025,Main Menu,Club Veg,Spicy Club,1,16.46,16.46,5.75,2.62,8.09,Zomato,Cash
O00978,12/30/25,December,2025,Main Menu,Sandwich,Paneer Tikka,2,14.52,29.04,9.45,3.27,16.32,Zomato,Cash
O00979,9/2/25,September,2025,Beverage,Juice,Mango Juice,1,6.59,6.59,2.14,0.7,3.75,UberEats,UPI
O00980,9/15/25,September,2025,Beverage,Hot Drinks,Hot Chocolate,1,7.64,7.64,2.46,1.06,4.12,Swiggy,Cash
O00981,6/26/25,June,2025,Appetizer,Macaroni,Classic Mac,4,6.61,26.44,8.61,2.79,15.04,In-Store,UPI
